agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,colocated,queryTime
USGS,1198120,"SODA CREEK AT COUNTY RD NEAR SHEFFIELD, MA",ST,42.1070354,-73.3267806,FALSE,7/7/2022 11:41
USGS,1198200,"KONKAPOT RIVER AT ASHLEY FALLS, MA",ST,42.0531476,-73.32594909,FALSE,7/7/2022 11:41
USGS,1197280,"KONOPOT BROOK NEAR GREAT BARRINGTON, MA",ST,42.2420327,-73.3234426,FALSE,7/7/2022 11:41
USGS,1197250,"MUDDY BROOK NEAR GREAT BARRINGTON, MA",ST,42.21981094,-73.3206654,FALSE,7/7/2022 11:41
USGS,1197100,"SMITH BK NR BRICKHOUSE MT RD, AT PITTSFIELD, MA",ST,42.47397255,-73.3162175,FALSE,7/7/2022 11:41
USGS,1198100,"IRONWORKS BROOK NEAR SHEFFIELD, MA",ST,42.10897985,-73.3159469,FALSE,7/7/2022 11:41
USGS,1197260,"STONY BROOK NEAR GREAT BARRINGTON, MA",ST,42.2211998,-73.3153875,FALSE,7/7/2022 11:41
USGS,1197110,"SMITH BROOK AT WEST ST AT PITTSFIELD, MA",ST,42.4559174,-73.3045507,FALSE,7/7/2022 11:41
USGS,1197300,"MARSH BROOK AT LENOX, MA",ST,42.34980838,-73.2984405,FALSE,7/7/2022 11:41
USGS,1197120,"SOUTHWEST B HOUSATONIC RIVER AT PITTSFIELD, MA",ST,42.44119555,-73.2959395,FALSE,7/7/2022 11:41
USGS,1197060,"PARKER BROOK AT PITTSFIELD, MA",ST,42.4795282,-73.2901056,FALSE,7/7/2022 11:41
USGS,1197240,"WEST BROOK NEAR SOUTH LEE, MA",ST,42.256199,-73.285941,FALSE,7/7/2022 11:41
USGS,1197050,"CHURCHILL BROOK AT PITTSFIELD, MA",ST,42.4911947,-73.2817719,FALSE,7/7/2022 11:41
USGS,1197040,"DANIELS BROOK AT PITTSFIELD, MA",ST,42.49008369,-73.27510509,FALSE,7/7/2022 11:41
USGS,1197030,"SECUM BROOK NEAR LANESBOROUGH, MA",ST,42.5084168,-73.26454928,FALSE,7/7/2022 11:41
USGS,1197140,"YOKUN BROOK NEAR LENOX, MA",ST,42.38091904,-73.25677228,FALSE,7/7/2022 11:41
USGS,1197230,"HOP BROOK NEAR SOUTH LEE, MA",ST,42.27036536,-73.2512176,FALSE,7/7/2022 11:41
USGS,1198160,"UMPACHENE RIVER AT SOUTHFIELD, MA",ST,42.0906471,-73.24400078,FALSE,7/7/2022 11:41
USGS,1197020,"TOWN BROOK AT LANESBOROUGH, MA",ST,42.5098059,-73.23538189,FALSE,7/7/2022 11:41
USGS,1198150,"RAWSON BROOK NEAR MONTEREY, MA",ST,42.1695342,-73.2345534,FALSE,7/7/2022 11:41
USGS,1197015,"TOWN BROOK AT BRIDGE ST AT LANESBOROUGH, MA",ST,42.52008355,-73.22954859,FALSE,7/7/2022 11:41
USGS,1197130,"SYKES BROOK AT PITTSFIELD, MA",ST,42.41869636,-73.22593788,FALSE,7/7/2022 11:41
USGS,1197180,"GREENWATER BROOK AT EAST LEE, MA",ST,42.29980945,-73.2142722,FALSE,7/7/2022 11:41
USGS,1333300,"HOOSIC RIVER BELOW WILLIAMSTOWN, MA",ST,42.741191,-73.2126072,FALSE,7/7/2022 11:41
USGS,1197170,"BASIN POND BROOK NEAR EAST LEE, MA",ST,42.3009206,-73.1992719,FALSE,7/7/2022 11:41
USGS,1198140,"RAWSON BROOK NR WALLACE HALL RD, NR MONTEREY, MA",ST,42.155368,-73.1987196,FALSE,7/7/2022 11:41
USGS,1197220,"HOP BROOK AT TYRINGHAM, MA",ST,42.2417549,-73.1984393,FALSE,7/7/2022 11:41
USGS,1197210,"UNNAMED TRIBUTARY, MONTEREY RD, NEAR TYRINGHAM, MA",ST,42.2225887,-73.19760649,FALSE,7/7/2022 11:41
USGS,1197000,"EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA",ST,42.4695833,-73.1973333,FALSE,7/7/2022 11:41
USGS,1333000,"GREEN RIVER AT WILLIAMSTOWN, MA",ST,42.7089695,-73.1967729,FALSE,7/7/2022 11:41
USGS,1332400,"HOOSIC RIVER TRIBUTARY NEAR WILLIAMSTOWN, MA",ST,42.70396995,-73.16538308,FALSE,7/7/2022 11:41
USGS,1197200,"HOP BROOK NEAR TYRINGHAM, MA",ST,42.2137001,-73.1648283,FALSE,7/7/2022 11:41
USGS,1332500,"HOOSIC RIVER NEAR WILLIAMSTOWN, MA",ST,42.70035897,-73.158994,FALSE,7/7/2022 11:41
USGS,1196980,"EAST BRANCH HOUSATONIC RIVER NEAR DALTON, MA",ST,42.4625851,-73.1353799,FALSE,7/7/2022 11:41
USGS,1331500,"HOOSIC RIVER AT ADAMS, MA",ST,42.61119407,-73.1239918,FALSE,7/7/2022 11:41
USGS,1331400,"DRY BROOK NEAR ADAMS, MA",ST,42.58897229,-73.1128801,FALSE,7/7/2022 11:41
USGS,1332000,"NORTH BRANCH HOOSIC RIVER AT NORTH ADAMS, MA",ST,42.7023041,-73.09315878,FALSE,7/7/2022 11:41
USGS,1185500,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",ST,42.0788611,-73.0728833,FALSE,7/7/2022 11:41
USGS,1185100,"FALL RIVER BELOW OTIS RESERVOIR, NEAR OTIS, MA",ST,42.16175726,-73.06288258,FALSE,7/7/2022 11:41
USGS,1180800,"WALKER BROOK NEAR BECKET CENTER, MA",ST,42.26369948,-73.0462138,FALSE,7/7/2022 11:41
USGS,1168250,"COLD RIVER AT FLORIDA, MA",ST,42.66669444,-73.0301667,FALSE,7/7/2022 11:41
USGS,1168151,"DEERFIELD RIVER NEAR ROWE, MA",ST,42.68258325,-72.9764886,FALSE,7/7/2022 11:41
USGS,1181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",ST,42.23731169,-72.895654,FALSE,7/7/2022 11:41
USGS,1178500,"WESTFIELD RIVER AT WEST CHESTERFIELD, MA",ST,42.39675389,-72.87509608,FALSE,7/7/2022 11:41
USGS,1180500,"MIDDLE BRANCH WESTFIELD RIVER AT GOSS HEIGHTS, MA",ST,42.25870025,-72.8725975,FALSE,7/7/2022 11:41
USGS,1180000,"SYKES BROOK AT KNIGHTVILLE, MA",ST,42.290922,-72.8703749,FALSE,7/7/2022 11:41
USGS,1179500,"WESTFIELD RIVER AT KNIGHTVILLE, MA",ST,42.28786655,-72.8642636,FALSE,7/7/2022 11:41
USGS,1168500,"DEERFIELD RIVER AT CHARLEMONT, MA",ST,42.626,-72.8541944,FALSE,7/7/2022 11:41
USGS,1168639,"UNNAMED CHANNEL TO WILDER BROOK AT BUCKLAND,  MA",ST,42.59897365,-72.77759308,FALSE,7/7/2022 11:41
USGS,1168640,"WILDER BROOK AT BUCKLAND, MA",ST,42.5992514,-72.77759308,FALSE,7/7/2022 11:41
USGS,1171450,"ROBERTS MEADOW BROOK NEAR WESTHAMPTON, MA",ST,42.3370329,-72.753426,FALSE,7/7/2022 11:41
USGS,1171750,"NORTH B MANHAN R TRIBUTARY NEAR SOUTHAMPTON, MA",ST,42.2637008,-72.73620398,FALSE,7/7/2022 11:41
USGS,4.20702E+14,"WESTFIELD WWTF OUTFALL TO WEST R @ WESTFIELD, MA",FA-OF,42.11731538,-72.7317598,FALSE,7/7/2022 11:41
USGS,1171400,"EAST BRANCH MILL RIVER AT WILLIAMSBURG, MA",ST,42.3995321,-72.7314806,FALSE,7/7/2022 11:41
USGS,1169000,"NORTH RIVER AT SHATTUCKVILLE, MA",ST,42.63841775,-72.7250922,FALSE,7/7/2022 11:41
USGS,1183450,"GREAT BROOK NEAR WESTFIELD, MA",ST,42.0884272,-72.7228706,FALSE,7/7/2022 11:41
USGS,1183500,"WESTFIELD RIVER NEAR WESTFIELD, MA",ST,42.1067602,-72.698981,FALSE,7/7/2022 11:41
USGS,1169900,"SOUTH RIVER NEAR CONWAY, MA",ST,42.5420303,-72.69370179,FALSE,7/7/2022 11:41
USGS,1171000,"AVERY BROOK NR WHATELY, MA",ST,42.44990946,-72.6935489,FALSE,7/7/2022 11:41
USGS,1171780,"MANHAN RIVER AT EASTHAMPTON, MA",ST,42.26647897,-72.69148059,FALSE,7/7/2022 11:41
USGS,1171005,"WEST WHATELY BROOK NR WHATELY, MA",ST,42.45686349,-72.6878371,FALSE,7/7/2022 11:41
USGS,1171800,"BASSETT BROOK NEAR NORTHAMPTON, MA",ST,42.30258956,-72.68731359,FALSE,7/7/2022 11:41
USGS,1171010,"SANDERSON BROOK NR WHATELY, MA",ST,42.43643856,-72.6864814,FALSE,7/7/2022 11:41
USGS,1171020,"WEST BROOK RESERVIOR NR WHATELY, MA",ST,42.4372163,-72.682998,FALSE,7/7/2022 11:41
USGS,1184200,"STILL BROOK NEAR WEST AGAWAM, MA",ST,42.04203956,-72.6828694,FALSE,7/7/2022 11:41
USGS,1171030,"WEST BROOK UP NR WHATELY, MA",ST,42.43758024,-72.6756534,FALSE,7/7/2022 11:41
USGS,1171907,"BROAD BROOK AT ROCK VALLEY ST NEAR HOLYOKE, MA",ST,42.19342508,-72.67481359,FALSE,7/7/2022 11:41
USGS,1170905,"ROARING BROOK NEAR CONWAY, MA",ST,42.4720315,-72.6720345,FALSE,7/7/2022 11:41
USGS,1171070,"OBEAR BROOK LOWER NR WHATELY, MA",ST,42.4343747,-72.67117828,FALSE,7/7/2022 11:41
USGS,1170100,"GREEN RIVER NEAR COLRAIN, MA",ST,42.70341695,-72.67064738,FALSE,7/7/2022 11:41
USGS,1171040,"JIMMY BROOK NR WHATELY, MA",ST,42.43492748,-72.67056438,FALSE,7/7/2022 11:41
USGS,1171080,"MITCHELL BROOK NR WHATELY, MA",ST,42.43363305,-72.6678226,FALSE,7/7/2022 11:41
USGS,1171500,"MILL RIVER AT NORTHAMPTON, MA",ST,42.31897839,-72.6650907,FALSE,7/7/2022 11:41
USGS,1171090,"WEST BROOK LOW NR WHATELY, MA",ST,42.4319525,-72.66386699,FALSE,7/7/2022 11:41
USGS,1171497,"MILL RIVER TRIBUTARY AT NORTHAMPTON, MA",ST,42.32120068,-72.65370158,FALSE,7/7/2022 11:41
USGS,1170000,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA",ST,42.53591957,-72.65342328,FALSE,7/7/2022 11:41
USGS,1170930,"MILL RIVER AT CHRISTIAN LANE AT WHATELY, MA",ST,42.44453229,-72.6298117,FALSE,7/7/2022 11:41
USGS,1171100,"WEST BROOK NR WHATELY, MA",ST,42.4143661,-72.6287562,FALSE,7/7/2022 11:41
USGS,4.20908E+14,"CHICOPEE WWTF OUTFALL CONNECTICUT R @ CHICOPEE, MA",FA-OF,42.15231519,-72.6253677,FALSE,7/7/2022 11:41
USGS,4.21132E+14,"HOLYOKE WWTF OUTFALL @ CONNECTICUT R @ HOLYOKE, MA",FA-OF,42.1923144,-72.61342299,FALSE,7/7/2022 11:41
USGS,1172010,"CONNECTICUT R AT I-391 BRIDGE AT HOLYOKE, MA",ST,42.19146944,-72.6093111,FALSE,7/7/2022 11:41
USGS,1172000,"CONNECTICUT RIVER AT HOLYOKE, MA",ST,42.21398075,-72.6023116,FALSE,7/7/2022 11:41
USGS,1172003,"CONNECTICUT RIVER BELOW POWER DAM AT HOLYOKE,MA",ST,42.210092,-72.59508919,FALSE,7/7/2022 11:41
USGS,1171950,"BATCHELOR BROOK AT SOUTH HADLEY, MA",ST,42.27009095,-72.58675568,FALSE,7/7/2022 11:41
USGS,4.20508E+14,"SPRINGFIELD WWTF CONNECTICUT R @ SPRINGFIELD, MA",FA-OF,42.08565009,-72.5867553,FALSE,7/7/2022 11:41
USGS,1170500,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",ST,42.5802222,-72.5745,FALSE,7/7/2022 11:41
USGS,1178000,"MILL RIVER AT SPRINGFIELD, MA",ST,42.0942611,-72.5670325,FALSE,7/7/2022 11:41
USGS,1167100,"COUCH BROOK NEAR NORTH BERNARDSTON, MA",ST,42.70425036,-72.5645342,FALSE,7/7/2022 11:41
USGS,1167000,"CONNECTICUT RIVER AT TURNERS FALLS, MA",ST,42.61119659,-72.5550888,FALSE,7/7/2022 11:41
USGS,1167200,"FALL RIVER AT BERNARDSTON, MA",ST,42.687584,-72.5448114,FALSE,7/7/2022 11:41
USGS,1183700,"PECOUSIC BROOK NEAR SPRINGFIELD, MA",ST,42.06565066,-72.53953157,FALSE,7/7/2022 11:41
USGS,1170600,"LONG PLAIN BROOK NEAR LEVERETT, MA",ST,42.4578663,-72.52258748,FALSE,7/7/2022 11:41
USGS,1171960,"MUDDY BROOK NEAR GRANBY, MA",ST,42.23092559,-72.5142537,FALSE,7/7/2022 11:41
USGS,1177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",ST,42.16064906,-72.5139756,FALSE,7/7/2022 11:41
USGS,1171300,"FORT RIVER NEAR AMHERST, MA",ST,42.35842359,-72.50592039,FALSE,7/7/2022 11:41
USGS,1161320,"DRY BROOK AT GILL, MA",ST,42.6420295,-72.49758799,FALSE,7/7/2022 11:41
USGS,1171290,"HOP BROOK AT SOUTH AMHERST, MA",ST,42.342035,-72.49342009,FALSE,7/7/2022 11:41
USGS,1170700,"ROARING BROOK AT EAST LEVERETT, MA",ST,42.4384224,-72.4825867,FALSE,7/7/2022 11:41
USGS,1161280,"CONNECTICUT RIVER NEAR NORTHFIELD, MA",ST,42.6833333,-72.4719444,FALSE,7/7/2022 11:41
USGS,1177300,"NORTH BRANCH MILL RIVER NEAR WILBRAHAM, MA",ST,42.11731657,-72.4711964,FALSE,7/7/2022 11:41
USGS,1161340,"FOURMILE BROOK NEAR NORTHFIELD, MA",ST,42.62036339,-72.4703652,FALSE,7/7/2022 11:41
USGS,1171270,"HOP BROOK TRIBUTARY AT DWIGHT, MA",ST,42.32897975,-72.462586,FALSE,7/7/2022 11:41
USGS,1161200,"CONNECTICUT RIVER AT NORTHFIELD, MA",ST,42.712306,-72.45342098,FALSE,7/7/2022 11:41
USGS,1170550,"RED BROOK NEAR NORTH LEVERETT, MA",ST,42.50425476,-72.4473085,FALSE,7/7/2022 11:41
USGS,1171200,"SCARBORO BROOK AT DWIGHT, MA",ST,42.32897979,-72.4459189,FALSE,7/7/2022 11:41
USGS,1166500,"MILLERS RIVER AT ERVING, MA",ST,42.5975862,-72.43786449,FALSE,7/7/2022 11:41
USGS,1176780,"TWELVEMILE BROOK NEAR NORTH WILBRAHAM, MA",ST,42.1478716,-72.399528,FALSE,7/7/2022 11:41
USGS,1174600,"CADWELL CREEK NEAR PELHAM, MA",ST,42.35453508,-72.3878622,FALSE,7/7/2022 11:41
USGS,1174565,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",ST,42.45508906,-72.3817516,FALSE,7/7/2022 11:41
USGS,1174575,"DICKEY BROOK TRIBUTARY NEAR COOLEYVILLE, MA",ST,42.44397815,-72.3698069,FALSE,7/7/2022 11:41
USGS,1174900,"CADWELL CREEK NEAR BELCHERTOWN, MA",ST,42.3356465,-72.36952828,FALSE,7/7/2022 11:41
USGS,1166105,"WHETSTONE BROOK AT DEPOT RD AT WENDELL DEPOT, MA",ST,42.59425319,-72.3609187,FALSE,7/7/2022 11:41
USGS,1165500,"MOSS BROOK AT WENDELL DEPOT, MA",ST,42.6028641,-72.3595299,FALSE,7/7/2022 11:41
USGS,1166100,"WHETSTONE BROOK AT WENDELL DEPOT, MA",ST,42.58953107,-72.35814089,FALSE,7/7/2022 11:41
USGS,1174570,"DICKEY BROOK NEAR COOLEYVILLE, MA",ST,42.42842289,-72.35119529,FALSE,7/7/2022 11:41
USGS,1174000,"HOP BROOK NEAR NEW SALEM, MA",ST,42.47842215,-72.334251,FALSE,7/7/2022 11:41
USGS,1175500,"SWIFT RIVER AT WEST WARE, MA",ST,42.2678699,-72.3325824,FALSE,7/7/2022 11:41
USGS,1165400,"SHINGLE SWAMP BROOK NEAR ORANGE, MA",ST,42.573976,-72.2925842,FALSE,7/7/2022 11:41
USGS,1165200,"WEST BROOK NEAR ORANGE, MA",ST,42.6231418,-72.273973,FALSE,7/7/2022 11:41
USGS,1173500,"WARE RIVER AT GIBBS CROSSING, MA",ST,42.2362038,-72.27258047,FALSE,7/7/2022 11:41
USGS,1165300,"LAKE ROHUNTA OUTLET NEAR ATHOL, MA",ST,42.57036506,-72.272306,FALSE,7/7/2022 11:41
USGS,1176000,"QUABOAG RIVER AT WEST BRIMFIELD, MA",ST,42.18231566,-72.263691,FALSE,7/7/2022 11:41
USGS,1165090,"WEST BRANCH TULLY RIVER AT NORTH ORANGE, MA",ST,42.6459192,-72.2564728,FALSE,7/7/2022 11:41
USGS,1174500,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA",ST,42.3934237,-72.2384148,FALSE,7/7/2022 11:41
USGS,1165000,"EAST BRANCH TULLY RIVER NEAR ATHOL, MA",ST,42.64203054,-72.2250832,FALSE,7/7/2022 11:41
USGS,1174050,"EAST BRANCH FEVER BROOK NEAR PETERSHAM, MA",ST,42.48036686,-72.2236933,FALSE,7/7/2022 11:41
USGS,1164300,"LAWRENCE BROOK AT ROYALSTON, MA",ST,42.6873077,-72.1770269,FALSE,7/7/2022 11:41
USGS,1164000,"MILLERS RIVER AT SOUTH ROYALSTON, MA",ST,42.63008668,-72.1498037,FALSE,7/7/2022 11:41
USGS,1173260,"MOOSE BROOK NEAR BARRE, MA",ST,42.39786817,-72.1470238,FALSE,7/7/2022 11:41
USGS,1163900,"BEAVER BROOK AT SOUTH ROYALSTON, MA",ST,42.61953138,-72.1361922,FALSE,7/7/2022 11:41
USGS,1123360,"QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA",ST,42.108375,-72.1261306,FALSE,7/7/2022 11:41
USGS,1163500,"MILLERS R BL BIRCH HILL DAM AT SOUTH ROYALSTON, MA",ST,42.63230898,-72.1245254,FALSE,7/7/2022 11:41
USGS,1162500,"PRIEST BROOK NEAR WINCHENDON, MA",ST,42.6825859,-72.1150812,FALSE,7/7/2022 11:41
USGS,1173180,"WARE RIVER AT BARRE PLAINS, MA",ST,42.38009065,-72.1142451,FALSE,7/7/2022 11:41
USGS,1162100,"MILLERS RIVER NEAR BALDWINSVILLE, MA",ST,42.64591997,-72.0986916,FALSE,7/7/2022 11:41
USGS,1163400,"OTTER RIVER NEAR BALDWINSVILLE, MA",ST,42.62703145,-72.0923024,FALSE,7/7/2022 11:41
USGS,1163300,"TROUT BROOK AT BALDWINSVILLE, MA",ST,42.60647626,-72.0923022,FALSE,7/7/2022 11:41
USGS,1161500,"TARBELL BROOK NEAR WINCHENDON, MA",ST,42.7125855,-72.0853586,FALSE,7/7/2022 11:41
USGS,1162000,"MILLERS RIVER NEAR WINCHENDON, MA",ST,42.6842527,-72.08341388,FALSE,7/7/2022 11:41
USGS,1123500,"QUINEBAUG RIVER AT WESTVILLE, MA",ST,42.07315087,-72.0739646,FALSE,7/7/2022 11:41
USGS,1173000,"WARE RIVER AT INTAKE WORKS NEAR BARRE, MA",ST,42.39120167,-72.0650774,FALSE,7/7/2022 11:41
USGS,1123600,"QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA",ST,42.08261944,-72.0583806,FALSE,7/7/2022 11:41
USGS,4.23542E+14,"SEAMAN PAPER WWTF TO OTTER R, NR BALDWINVILLE, MA",FA-OF,42.59508775,-72.0523012,FALSE,7/7/2022 11:41
USGS,1163200,"OTTER RIVER AT OTTER RIVER, MA",ST,42.58842124,-72.04091198,FALSE,7/7/2022 11:41
USGS,1172800,"NATTY POND BROOK NEAR HUBBARDSTON, MA",ST,42.4517566,-72.02952147,FALSE,7/7/2022 11:41
USGS,1172500,"WARE RIVER NEAR BARRE, MA",ST,42.42509025,-72.0245212,FALSE,7/7/2022 11:41
USGS,1172680,"NATTY P BK TEMPLETON RD (DS) NR HUBBARDSTON, MA",ST,42.49564509,-72.022855,FALSE,7/7/2022 11:41
USGS,1163000,"OTTER RIVER AT GARDNER RD AT GARDNER, MA",ST,42.57369938,-72.016189,FALSE,7/7/2022 11:41
USGS,1162900,"OTTER RIVER AT GARDNER, MA",ST,42.56453289,-72.0114666,FALSE,7/7/2022 11:41
USGS,1175670,"SEVENMILE RIVER NEAR SPENCER, MA",ST,42.26481407,-72.0042418,FALSE,7/7/2022 11:41
USGS,1161400,"MILLERS RIVER AT ROUTE 12 (EAST) NR WINCHENDON, MA",ST,42.6553648,-71.9886894,FALSE,7/7/2022 11:41
USGS,1123990,"QUINEBAUG RIVER NEAR DUDLEY, MA",ST,42.02787435,-71.95979569,FALSE,7/7/2022 11:41
USGS,1124500,"LITTLE RIVER NEAR OXFORD, MA",ST,42.11592856,-71.89007238,FALSE,7/7/2022 11:41
USGS,1125000,"FRENCH RIVER AT WEBSTER, MA",ST,42.0509298,-71.8842387,FALSE,7/7/2022 11:41
USGS,1124350,"FRENCH RIVER BELOW DAM, AT HODGES VILLAGE, MA",ST,42.1187063,-71.8809055,FALSE,7/7/2022 11:41
USGS,1124292,"FRENCH RIVER,DS FROM CLARA BARTON RD NR OXFORD, MA",ST,42.15377778,-71.87888889,FALSE,7/7/2022 11:41
USGS,1094340,"WHITMAN RIVER NEAR WESTMINSTER, MA",ST,42.55981165,-71.8667411,FALSE,7/7/2022 11:41
USGS,1094380,"PHILLIPS BROOK NEAR WESTMINSTER, MA",ST,42.59120008,-71.860908,FALSE,7/7/2022 11:41
USGS,1109439,KETTLE BROOK AT ROCKLAND ST NEAR AUBURN MA,ST,42.21537147,-71.8386828,FALSE,7/7/2022 11:41
USGS,1109500,"KETTLE BROOK AT WORCESTER, MA",ST,42.23203786,-71.8347939,FALSE,7/7/2022 11:41
USGS,1124750,"BROWNS BROOK NEAR WEBSTER, MA",ST,42.05676329,-71.8303488,FALSE,7/7/2022 11:41
USGS,1095375,"QUINAPOXET RIVER AT CANADA MILLS NEAR HOLDEN, MA",ST,42.37286967,-71.8281279,FALSE,7/7/2022 11:41
USGS,1095400,"QUINAPOXET R ABOVE SHAFT #1, AT OAKDALE, MA",ST,42.38648078,-71.8059053,FALSE,7/7/2022 11:41
USGS,1095000,"ROCKY BROOK NEAR STERLING, MA",ST,42.4492579,-71.80229439,FALSE,7/7/2022 11:41
USGS,1095220,"STILLWATER RIVER NEAR STERLING, MA",ST,42.41092507,-71.7911829,FALSE,7/7/2022 11:41
USGS,1094400,"NORTH NASHUA RIVER AT FITCHBURG, MA",ST,42.57620079,-71.7881285,FALSE,7/7/2022 11:41
USGS,1109659,"BLACKSTONE R AT INT RT 146 AND I-90 NR MILLBURY,MA",ST,42.2083333,-71.7822222,FALSE,7/7/2022 11:41
USGS,1095434,"GATES BROOK NEAR WEST BOYLSTON, MA",ST,42.36453675,-71.775349,FALSE,7/7/2022 11:41
USGS,1109730,"BLACKSTONE RIVER, W. MAIN ST., AT MILLBURY, MA",ST,42.1889835,-71.7650702,FALSE,7/7/2022 11:41
USGS,1094460,"MONOOSNOC BROOK AT LEOMINSTER, MA",ST,42.5298128,-71.7517383,FALSE,7/7/2022 11:41
USGS,1094450,"NORTH NASHUA RIVER AT NORTH LEOMINSTER, MA",ST,42.54231268,-71.74590499,FALSE,7/7/2022 11:41
USGS,1094480,"FALL BROOK AT LEOMINSTER, MA",ST,42.50897985,-71.7447935,FALSE,7/7/2022 11:41
USGS,1094500,"NORTH NASHUA RIVER NEAR LEOMINSTER, MA",ST,42.49506389,-71.7219333,FALSE,7/7/2022 11:41
USGS,1109852,"BLACKSTONE R AT DEPOT RD WILKINSONVILLE,MA",ST,42.1772222,-71.7205556,FALSE,7/7/2022 11:41
USGS,1111000,"MUMFORD RIVER AT EAST DOUGLAS, MA",ST,42.07343015,-71.715624,FALSE,7/7/2022 11:41
USGS,1110000,"QUINSIGAMOND RIVER AT NORTH GRAFTON, MA",ST,42.230372,-71.7109023,FALSE,7/7/2022 11:41
USGS,1110095,"QUINSIGAMOND RIVER AT PLEASANT ST NEAR GRAFTON, MA",ST,42.1986111,-71.6936111,FALSE,7/7/2022 11:41
USGS,1094700,"NORTH NASHUA RIVER NEAR LANCASTER, MA",ST,42.4798138,-71.6839583,FALSE,7/7/2022 11:41
USGS,1094720,"NORTH NASHUA RIVER AT N MAIN ST NR LANCASTER, MA",ST,42.47314725,-71.6825693,FALSE,7/7/2022 11:41
USGS,1095520,"SOUTH BRANCH NASHUA RIVER AT SOUTH LANCASTER, MA",ST,42.4384254,-71.6811803,FALSE,7/7/2022 11:41
USGS,1110400,"BLACKSTONE R, 0.8 MI DS FROM DEPOT ST NR S.GRAFTON",ST,42.16527778,-71.6716667,FALSE,7/7/2022 11:41
