agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,colocated,queryTime
USGS,1201487,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",ST,41.4658222,-73.40320278,FALSE,7/7/2022 11:39
USGS,1208990,"SAUGATUCK RIVER NEAR REDDING, CT",ST,41.29454,-73.39512029,FALSE,7/7/2022 11:39
USGS,1199050,"SALMON CREEK AT LIME ROCK, CT",ST,41.94231548,-73.3909532,FALSE,7/7/2022 11:39
USGS,1209300,"W BR SAUGATUCK R AT WESTON, CT",ST,41.199,-73.3899306,FALSE,7/7/2022 11:39
USGS,1198990,"FALLS VILLAGE RES AT FALLS VILLAGE, CT.",LK,41.9625932,-73.3712303,FALSE,7/7/2022 11:39
USGS,1199000,"HOUSATONIC RIVER AT FALLS VILLAGE, CT",ST,41.95731548,-73.36928577,FALSE,7/7/2022 11:39
USGS,1208999,"LITTLE R AT SANFORDTOWN, CT.",ST,41.2931512,-73.36761938,FALSE,7/7/2022 11:39
USGS,1209500,"SAUGATUCK RIVER NEAR WESTPORT, CT",ST,41.17073056,-73.3648167,FALSE,7/7/2022 11:39
USGS,1209005,"SAUGATUCK R BELOW SAUGATUCK RES NR LYONS PLAIN, CT",ST,41.24551389,-73.3492361,FALSE,7/7/2022 11:39
USGS,1201009,"UNAMED TRIBUTARY AT WARREN, CT",ST,41.7443972,-73.3455972,FALSE,7/7/2022 11:39
USGS,1198500,"BLACKBERRY R AT CANAAN, CT.",ST,42.0239814,-73.3417839,FALSE,7/7/2022 11:39
USGS,1203000,"SHEPAUG R NR ROXBURY, CT",ST,41.54981744,-73.32984029,FALSE,7/7/2022 11:39
USGS,1198400,"BLACKBERRY R NR CANAAN, CT.",ST,42.02259266,-73.3256723,FALSE,7/7/2022 11:39
USGS,1209105,"ASPETUCK RIVER AT ASPETUCK, CT",ST,41.22874167,-73.3241194,FALSE,7/7/2022 11:39
USGS,1201995,"W BR SHEPAUG R NR MILTON, CT.",ST,41.7837065,-73.32206259,FALSE,7/7/2022 11:39
USGS,1198800,"HOLLENBECK R AT HUNTSVILLE, CT.",ST,41.94870478,-73.3212287,FALSE,7/7/2022 11:39
USGS,1198880,"WANGUM LAKE BK NEAR SOUTH CANAAN, CT.",ST,41.96176025,-73.3140062,FALSE,7/7/2022 11:39
USGS,1208948,SASCO BK AT SOUTHPORT ON INGLESIDE RD ABV BANKS PD,ST,41.16204096,-73.3117831,FALSE,7/7/2022 11:39
USGS,1198870,"LEDGY BK NR HUNTSVILLE,CT.",ST,41.96731579,-73.3067837,FALSE,7/7/2022 11:39
USGS,1208950,"SASCO BROOK NEAR SOUTHPORT, CT",ST,41.15287436,-73.3059495,FALSE,7/7/2022 11:39
USGS,1198860,"DEMING BK NR HUNTSVILLE,CT.",ST,41.96453808,-73.30150579,FALSE,7/7/2022 11:39
USGS,1202500,"SHEPAUG R AT WOODVILLE, CT.",ST,41.7234293,-73.2931727,FALSE,7/7/2022 11:39
USGS,1202501,"SHEPAUG RIVER AT PETERS DAM AT WOODVILLE, CT",ST,41.719575,-73.29260278,FALSE,7/7/2022 11:39
USGS,1203501,"NORTH BRANCH POOTATUCK RIVER NEAR BOTSFORD, CT",ST,41.37787347,-73.2892834,FALSE,7/7/2022 11:39
USGS,1198851,"WANGUM LAKE BK AT UNDER MTN RD NR HUNTSVILLE, CT",ST,41.9434273,-73.2851164,FALSE,7/7/2022 11:39
USGS,1203510,"POOTATUCK RIVER AT SANDY HOOK, CT",ST,41.41925,-73.2821,FALSE,7/7/2022 11:39
USGS,1198700,"BROWN BK AT LOWER CITY, CT.",ST,41.92648309,-73.2798385,FALSE,7/7/2022 11:39
USGS,1198850,"WANGUM LAKE BK NEAR HUNTSVILLE, CT.",ST,41.95314947,-73.27928288,FALSE,7/7/2022 11:39
USGS,12035014,"POOTATUCK RIVER AT RTE 25 AT BOTSFORD, CT",ST,41.37616944,-73.2735417,FALSE,7/7/2022 11:39
USGS,12035055,POOTATUCK RIVER AT BERKSHIRE,ST,41.4065472,-73.2731833,FALSE,7/7/2022 11:39
USGS,1208925,"MILL RIVER NEAR FAIRFIELD, CT",ST,41.165475,-73.2700083,FALSE,7/7/2022 11:39
USGS,1203503,"POOTATUCK RIVER NEAR BOTSFORD, CT",ST,41.3834291,-73.26900488,FALSE,7/7/2022 11:39
USGS,1198300,"WHITING R AT CANAAN VALLEY, CT.",ST,42.0273151,-73.262059,FALSE,7/7/2022 11:39
USGS,1201930,"MARSHEPAUG R NR MILTON, CT.",ST,41.78954037,-73.25900478,FALSE,7/7/2022 11:39
USGS,1204300,TRANSYLVANIA BK NR S BRITAIN CT,ST,41.49954005,-73.2559487,FALSE,7/7/2022 11:39
USGS,1198240,"BLACKBERRY R AT WEST NORFOLK, CT.",ST,42.0062046,-73.23289208,FALSE,7/7/2022 11:39
USGS,1203800,"SPRAIN BROOK near HOTCHKISSVILLE, CT",ST,41.56954045,-73.2262255,FALSE,7/7/2022 11:39
USGS,1203750,"WEEKEEPEEMEE R NR HOTCHKISSVILLE,CT.",ST,41.57592936,-73.2259477,FALSE,7/7/2022 11:39
USGS,1204000,"POMPERAUG RIVER AT SOUTHBURY, CT",ST,41.48193889,-73.2245722,FALSE,7/7/2022 11:39
USGS,1208869,"Rooster River near Fairfield, CT",ST,41.1887077,-73.2212246,FALSE,7/7/2022 11:39
USGS,1204800,"COPPER MILL BK NR MONROE, CT.",ST,41.3628738,-73.21844739,FALSE,7/7/2022 11:39
USGS,1203805,"WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT",ST,41.5577083,-73.21535278,FALSE,7/7/2022 11:39
USGS,1203900,"BULLET HILL BROOK at SOUTHBURY, CT",ST,41.47898475,-73.21511387,FALSE,7/7/2022 11:39
USGS,1208850,"PEQUONNOCK R AT TRUMBULL, CT.",ST,41.2470408,-73.1973353,FALSE,7/7/2022 11:39
USGS,12087991,"FARMILL RIVER AT MOHEGAN RD NEAR SHELTON, CT",ST,41.3008972,-73.19566389,FALSE,7/7/2022 11:39
USGS,1203600,"NONEWAUG RIVER AT MINORTOWN, CT",ST,41.57585,-73.1784667,FALSE,7/7/2022 11:39
USGS,1203540,"EAST SPRING BROOK near BETHLEHEM, CT",ST,41.61231865,-73.1759458,FALSE,7/7/2022 11:39
USGS,1203520,"NONEWAUG RIVER near BETHLEHEM, CT",ST,41.6128742,-73.1709456,FALSE,7/7/2022 11:39
USGS,1205555,"HALL MEADOW BK NR WINCHESTER, CT",ST,41.8862064,-73.16955659,FALSE,7/7/2022 11:39
USGS,1205561,"HALL MEADOW BK NR DRAKEVILLE, CT.",ST,41.8667622,-73.1673343,FALSE,7/7/2022 11:39
USGS,1205500,"HOUSATONIC RIVER AT STEVENSON, CT",ST,41.38380278,-73.16663889,FALSE,7/7/2022 11:39
USGS,1205520,"EIGHTMILE BK AT SOUTHFORD,CT.",ST,41.4528739,-73.1653897,FALSE,7/7/2022 11:39
USGS,1203515,"BIG MEADOW PD NR BETHLEHEM, CT.",LK,41.63842997,-73.1570562,FALSE,7/7/2022 11:39
USGS,1205595,"NICKEL MINE BK AT NORFOLK RD AT W TORRINGTON, CT",ST,41.81990556,-73.14633889,FALSE,7/7/2022 11:39
USGS,1205904,"SPRUCE BK AT E LITCHFIELD RD AT E LITCHFIELD, CT",ST,41.76056944,-73.13308889,FALSE,7/7/2022 11:39
USGS,1205600,"W BR NAUGATUCK R AT TORRINGTON, CT.",ST,41.80092997,-73.12344369,FALSE,7/7/2022 11:39
USGS,1205700," EAST BRANCH NAUGATUCK RIVER AT TORRINGTON, CONN",ST,41.80342997,-73.1178879,FALSE,7/7/2022 11:39
USGS,1208012,"BRANCH BK NEAR THOMASTON, CT.",ST,41.65731925,-73.1023318,FALSE,7/7/2022 11:39
USGS,1208013,"BRANCH BROOK NEAR THOMASTON, CT",ST,41.65426667,-73.095125,FALSE,7/7/2022 11:39
USGS,1186100,"MAD R AT WINSTED, CT.",ST,41.93092856,-73.0817752,FALSE,7/7/2022 11:39
USGS,4.115E+14,"CT RT 15 STA 241 MILFORD, CT",FA-STS,41.25004167,-73.0772194,FALSE,7/7/2022 11:39
USGS,1206900,"NAUGATUCK RIVER AT THOMASTON, CT",ST,41.6737084,-73.0695527,FALSE,7/7/2022 11:39
USGS,1206100,"LEADMINE BK AT HARWINGTON,CT.",ST,41.77037515,-73.0653858,FALSE,7/7/2022 11:39
USGS,1206000,"NAUGATUCK R NR THOMASTON, CT.",ST,41.7042641,-73.06427468,FALSE,7/7/2022 11:39
USGS,1208500,"NAUGATUCK RIVER AT BEACON FALLS, CT",ST,41.4423,-73.0622833,FALSE,7/7/2022 11:39
USGS,1208420,"HOP BROOK NEAR NAUGATUCK, CT",ST,41.50592996,-73.0581636,FALSE,7/7/2022 11:39
USGS,1206500,"LEADMINE BK NR THOMASTON, CT.",ST,41.70176415,-73.05733,FALSE,7/7/2022 11:39
USGS,1208171,"NAUGATUCK RIVER AT WATERBURY, CT",ST,41.5570413,-73.05427449,FALSE,7/7/2022 11:39
USGS,1206400,"LEADMINE BK NR HARWINTON, CT",ST,41.72954207,-73.05316308,FALSE,7/7/2022 11:39
USGS,1206300,ROCK BK NR HARWINTON CT,ST,41.73204208,-73.05288529,FALSE,7/7/2022 11:39
USGS,1208450,"NAUGATUCK R NR NAUGATUCK,CT.",ST,41.47093,-73.05232989,FALSE,7/7/2022 11:39
USGS,1208600,"BLADENS R NR SEYMOUR,CT.",ST,41.3995412,-73.05205169,FALSE,7/7/2022 11:39
USGS,1208140,HANCOCK BK AT WATERVILLE CT,ST,41.5889859,-73.0503854,FALSE,7/7/2022 11:39
USGS,4.11642E+14,"CT HWY RT-15 STA 370 ORANGE, CT",FA-STS,41.27834167,-73.0494,FALSE,7/7/2022 11:39
USGS,1186400,"SANDY BK AT STATE HIGHWAY 8, AT ROBERTSVILLE, CT",ST,41.9784281,-73.04510709,FALSE,7/7/2022 11:39
USGS,1186500,"STILL RIVER AT ROBERTSVILLE, CT",ST,41.9679222,-73.0334444,FALSE,7/7/2022 11:39
USGS,4.1142E+14,"CT-I-95 STA 338 SB MILFORD, CT",FA-STS,41.2388,-73.02238889,FALSE,7/7/2022 11:39
USGS,1196680,"RACE BK AT ORANGE, CT.",ST,41.3020415,-73.0184385,FALSE,7/7/2022 11:39
USGS,1186000,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT",ST,41.9628729,-73.017606,FALSE,7/7/2022 11:39
USGS,1187000,"W BR FARMINGTON R AT RIVERTON, CT .dup 2",ST,41.95370638,-73.013717,FALSE,7/7/2022 11:39
USGS,119665996,"UNNAMED TRIBUTARY AT RED CEDAR RD ORANGE, CT",ST,41.258025,-73.00658889,FALSE,7/7/2022 11:39
USGS,1208100,"HANCOCK BK NR TERRYVILLE, CT.",ST,41.6612087,-73.0028834,FALSE,7/7/2022 11:39
USGS,1208460,"OLD NAUGATUCK RES NR STRAITSVILLE, CT.",LK,41.47926358,-73.00177247,FALSE,7/7/2022 11:39
USGS,1208270,MAD RIVER AT WOODTICK,ST,41.5745417,-72.989272,FALSE,7/7/2022 11:39
USGS,1187800,"NEPAUG R NR NEPAUG, CT.",ST,41.8206529,-72.9701041,FALSE,7/7/2022 11:39
USGS,1187830,Phelps Brook at Mill Dam Road near Collinsville,ST,41.7998199,-72.9651039,FALSE,7/7/2022 11:39
USGS,1188000,"BUNNELL BROOK NEAR BURLINGTON, CT",ST,41.786209,-72.9648261,FALSE,7/7/2022 11:39
USGS,1187850,"CLEAR BK NR COLLINSVILLE, CT.",ST,41.79565344,-72.95121449,FALSE,7/7/2022 11:39
USGS,1187300,"HUBBARD RIVER NEAR WEST HARTLAND, CT",ST,42.0375,-72.93932778,FALSE,7/7/2022 11:39
USGS,1187400,"VALLEY BK NR WEST HARTLAND, CT.",ST,42.0342609,-72.92982398,FALSE,7/7/2022 11:39
USGS,1187980,"FARMINGTON R AT COLLINSVILLE, CT.",ST,41.7992647,-72.9253801,FALSE,7/7/2022 11:39
USGS,1196081,"HUMISTON BROOK AT MARION AVE AT MARION, CT",ST,41.567825,-72.9240333,FALSE,7/7/2022 11:39
USGS,1196626,"MILL R AT HAMDEN, CT.",ST,41.3359304,-72.91037969,FALSE,7/7/2022 11:39
USGS,1187680,"CHERRY BK NR CANTON CENTER, CT.",ST,41.87231935,-72.9062125,FALSE,7/7/2022 11:39
USGS,1196620,"MILL RIVER NEAR HAMDEN, CT",ST,41.42041389,-72.9026583,FALSE,7/7/2022 11:39
USGS,1189000,"PEQUABUCK R AT FORESTVILLE, CT.",ST,41.673154,-72.90065738,FALSE,7/7/2022 11:39
USGS,1196000,"EIGHTMILE R AT PLANTSVILLE, CT.",ST,41.58898676,-72.89815759,FALSE,7/7/2022 11:39
USGS,1196210,"HONEYPOT BROOK AT CREAMERY ROAD AT CHESHIRE, CT",ST,41.5323197,-72.88982417,FALSE,7/7/2022 11:39
USGS,1196100,"TENMILE R AT MILLDALE,CT.",ST,41.56565329,-72.889824,FALSE,7/7/2022 11:39
USGS,1188090,"FARMINGTON RIVER AT UNIONVILLE, CT",ST,41.7555472,-72.8870417,FALSE,7/7/2022 11:39
USGS,1195500,"QUINNIPIAC R AT SOUTHINGTON, CT.",ST,41.60093137,-72.8839904,FALSE,7/7/2022 11:39
USGS,1195490,"QUINNIPIAC RIVER AT SOUTHINGTON, CT",ST,41.6034722,-72.8832,FALSE,7/7/2022 11:39
USGS,1196150,"MISERY B AT MILLDALE, CONN.",ST,41.56982007,-72.8734346,FALSE,7/7/2022 11:39
USGS,1196220,"QUINNIPIAC R NEAR MERIDEN, CONN.",ST,41.537042,-72.871768,FALSE,7/7/2022 11:39
USGS,1189180,"HOP BK AT WEST SIMSBURY, CT.",ST,41.87454187,-72.8612106,FALSE,7/7/2022 11:39
USGS,1196580,"MUDDY R NR NORTH HAVEN, CT",ST,41.36870827,-72.8414888,FALSE,7/7/2022 11:39
USGS,1196500,"QUINNIPIAC RIVER AT WALLINGFORD, CT",ST,41.45026389,-72.841275,FALSE,7/7/2022 11:39
USGS,1189200,"STRATTON BK NR SIMSBURY, CT.",ST,41.87009778,-72.8242647,FALSE,7/7/2022 11:39
USGS,1189210,"HOP BK NR SIMSBURY, CT.",ST,41.87315329,-72.82343128,FALSE,7/7/2022 11:39
USGS,1196259,"HARBOR BROOK AT MERIDEN, CT",ST,41.5317644,-72.8212107,FALSE,7/7/2022 11:39
USGS,1195399,"FARM RIVER AT TOTOKET ROAD AT TOTOKET, CT",ST,41.3335583,-72.8148861,FALSE,7/7/2022 11:39
USGS,1195339,"BRANFORD R NR BRANFORD, CT",ST,41.2959303,-72.796765,FALSE,7/7/2022 11:39
USGS,1192692,"WILLOW BROOK AT NEW BRITAIN, CT.",ST,41.65259917,-72.78454209,FALSE,7/7/2022 11:39
USGS,4.11759E+14,"CT HWY RT-139 Brandford, CT",FA-STS,41.2998,-72.7803694,FALSE,7/7/2022 11:39
USGS,1189390,"E.BR.SALMON BK AT GRANBY,CT.",ST,41.95426328,-72.77954,FALSE,7/7/2022 11:39
USGS,1196561,"MUDDY RIVER NEAR EAST WALLINGFORD, CT",ST,41.4356083,-72.7794917,FALSE,7/7/2022 11:39
USGS,1189500,"SALMON BK NEAR GRANBY, CT.",ST,41.93731916,-72.7762066,FALSE,7/7/2022 11:39
USGS,1190095,"PIPER BK. AT NEW BRITAIN,CT.",ST,41.68148855,-72.7620411,FALSE,7/7/2022 11:39
USGS,1189995,"FARMINGTON RIVER AT TARIFFVILLE, CT",ST,41.9082833,-72.75935278,FALSE,7/7/2022 11:39
USGS,1190620,"TUMBLEDOWN BK NR BLOOMFIELD, CT.",ST,41.8173215,-72.749262,FALSE,7/7/2022 11:39
USGS,1190623,"WASH BK NR BLOOMFIELD, CT.",ST,41.8192659,-72.7392616,FALSE,7/7/2022 11:39
USGS,1190600,"WASH BK AT BLOOMFIELD, CT.",ST,41.8253769,-72.7392615,FALSE,7/7/2022 11:39
USGS,1190100,"PIPER BK AT NEWINGTON JUNCTION, CT.",ST,41.7120445,-72.73703999,FALSE,7/7/2022 11:39
USGS,1190300,TROUT BROOK AT WEST HARTFORD CT,ST,41.7703779,-72.7370396,FALSE,7/7/2022 11:39
USGS,1190200,"MILL BK AT NEWINGTON, CT.",ST,41.7045444,-72.7256507,FALSE,7/7/2022 11:39
USGS,1190650,"BEAMANS BK AT BLOOMFIELD, CT.",ST,41.82398799,-72.7203719,FALSE,7/7/2022 11:39
USGS,1192704,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,ST,41.6081545,-72.7150953,FALSE,7/7/2022 11:39
USGS,1190500,"SOUTH BRANCH PARK R AT HARTFORD, CT.",ST,41.7339891,-72.7137056,FALSE,7/7/2022 11:39
USGS,1192700,"MATTABESSET R AT EAST BERLIN, CT",ST,41.61898795,-72.7128729,FALSE,7/7/2022 11:39
USGS,1184100,"STONY BROOK NEAR WEST SUFFIELD, CT",ST,41.96083889,-72.7104861,FALSE,7/7/2022 11:39
USGS,1191000,"NORTH BRANCH PARK RIVER AT HARTFORD, CT",ST,41.78443889,-72.7080556,FALSE,7/7/2022 11:39
USGS,1192883,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",ST,41.5202333,-72.7065306,FALSE,7/7/2022 11:39
USGS,1191500,"PARK R AT HARTFORD, CT.",ST,41.7601001,-72.694538,FALSE,7/7/2022 11:39
USGS,1195300,"WEST R NR GUILFORD, CT.",ES,41.3012087,-72.6900952,FALSE,7/7/2022 11:39
USGS,1195305,"WEST R AT GUILFORD, CT.",ST,41.27926425,-72.6881507,FALSE,7/7/2022 11:39
USGS,1192890,"COGINCHAUG R AT ROCKFALL, CT.",ST,41.53620946,-72.687317,FALSE,7/7/2022 11:39
USGS,1190000,"FARMINGTON R AT RAINBOW, CT.",ST,41.9114864,-72.68731457,FALSE,7/7/2022 11:39
USGS,1190002,"HATHAWAY HOLLOW BK AT POQUONOCK, CT.",ST,41.90287545,-72.6756475,FALSE,7/7/2022 11:39
USGS,1195160,"EAST R NR GUILFORD, CT.",ES,41.31259779,-72.67453918,FALSE,7/7/2022 11:39
USGS,1184205,"MUDDY BK AT SUFFIELD, CT.",ST,41.9914851,-72.6695357,FALSE,7/7/2022 11:39
USGS,1190070,"CONNECTICUT RIVER AT HARTFORD, CT",ES,41.76909444,-72.66755,FALSE,7/7/2022 11:39
USGS,1192670,"GOFF BK AT SOUTH WETHERSFIELD, CT.",ST,41.6892663,-72.6584259,FALSE,7/7/2022 11:39
USGS,1184208,"PHILO BK NR SUFFIELD, CT.",ST,42.0164846,-72.654813,FALSE,7/7/2022 11:39
USGS,1192910,CONNECTICUT R AT MIDDLETOWN CT,ES,41.5695432,-72.6503709,FALSE,7/7/2022 11:39
USGS,1190020,"MILL BK AT WINDSOR, CT.",ST,41.8570428,-72.6500913,FALSE,7/7/2022 11:39
USGS,1195161,"EAST R AT U.S. HIGHWAY 1 NR GUILFORD, CT",ES,41.2856536,-72.6473162,FALSE,7/7/2022 11:39
USGS,1192929,"LONG HILL BROOK AT MILL ST AT MIDDLETOWN, CT",ST,41.54993056,-72.6466222,FALSE,7/7/2022 11:39
USGS,1184250,"KETTLE BK AT WINDSOR LOCKS, CT.",ST,41.9417637,-72.6331458,FALSE,7/7/2022 11:39
USGS,1195200,"NECK R NR MADISON, CT.",ST,41.28259834,-72.61925978,FALSE,7/7/2022 11:39
USGS,1195117,"HAMMONASSET RIVER NR. MADISON, CT.",ST,41.3853762,-72.6125926,FALSE,7/7/2022 11:39
USGS,1184260,"NAMERICK BK NR WAREHOUSE POINT, CT.",ST,41.9037087,-72.6125897,FALSE,7/7/2022 11:39
USGS,1184000,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",ST,41.9873186,-72.6053669,FALSE,7/7/2022 11:39
USGS,1192610,"SALMON BROOK AT GLASTONBURY, CT.",ST,41.71871075,-72.601479,FALSE,7/7/2022 11:39
USGS,1190057,"PODUNK RIVER NR BURNHAM, CT",ST,41.8156544,-72.5975895,FALSE,7/7/2022 11:39
USGS,1183994,"FRESHWATER BROOK AT ENFIELD ST AT ENFIELD, CT",ST,41.89676435,-72.5945335,FALSE,7/7/2022 11:39
USGS,1183950,"GRAPE BK AT THOMPSONVILLE, CT.",ST,42.0081516,-72.5928665,FALSE,7/7/2022 11:39
USGS,1195146,"POND MEADOW BROOK NR KILLINGWORTH, CT",ST,41.38259865,-72.5889807,FALSE,7/7/2022 11:39
USGS,1190055,"PODUNK R NR SOUTH WINDSOR, CT",ST,41.8214876,-72.58814468,FALSE,7/7/2022 11:39
USGS,1192500,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",ST,41.7831548,-72.5873114,FALSE,7/7/2022 11:39
USGS,1192650,"ROARING BK AT HOPEWELL, CT.",ST,41.6639882,-72.58425659,FALSE,7/7/2022 11:39
USGS,1195150,"HAMMONASSET RIVER NR. CLINTON, CT.",ST,41.2903767,-72.56481367,FALSE,7/7/2022 11:39
USGS,1184500,"SCANTIC R AT BROAD BROOK, CT.",ST,41.9117641,-72.56286569,FALSE,7/7/2022 11:39
USGS,1192480,HOP BROOK NR MANCHESTER CONN,ST,41.77287705,-72.5567547,FALSE,7/7/2022 11:39
USGS,1193050,"CONNECTICUT RIVER AT MIDDLE HADDAM, CT",ST-TS,41.5417656,-72.5531454,FALSE,7/7/2022 11:39
USGS,1184490,"BROAD BROOK AT BROAD BROOK, CT",ST,41.9138972,-72.5497,FALSE,7/7/2022 11:39
USGS,1195151,"HAMMONASSET RIVER AT CLINTON, CT.",ST,41.27593248,-72.54592428,FALSE,7/7/2022 11:39
USGS,1192640,"COLD BK NR EAST GLASTONBURY, CT.",ST,41.6637104,-72.5398104,FALSE,7/7/2022 11:39
USGS,1192600,"SOUTH BRANCH SALMON BK AT BUCKINGHAM, CT.",ST,41.71815496,-72.5398099,FALSE,7/7/2022 11:39
USGS,1184400,"BUCKHORN BK NR MELROSE, CT.",ST,41.95093027,-72.5389759,FALSE,7/7/2022 11:39
USGS,1195100,"INDIAN RIVER NEAR CLINTON, CT",ST,41.3061722,-72.5310333,FALSE,7/7/2022 11:39
USGS,1195105,"INDIAN R AT CLINTON, CT.",ES,41.2784327,-72.5250903,FALSE,7/7/2022 11:39
USGS,1184470,"BROAD BROOK AT MELROSE, CT",ST,41.93138889,-72.52138889,FALSE,7/7/2022 11:39
USGS,1195000,"MENUNKETESUCK R NR CLINTON, CT.",ST,41.3028772,-72.5153677,FALSE,7/7/2022 11:39
USGS,1192370,"PORTER BROOK NEAR MANCHESTER, CT",ST,41.76537689,-72.5028637,FALSE,7/7/2022 11:39
USGS,1193142,"CONNECTICUT R AT SHAILERVILLE, CT.",ES,41.4737103,-72.492866,FALSE,7/7/2022 11:39
USGS,1193141,"CONNECTICUT R AT HAD. MARINA AT SHAILERVILLE, CT",ES,41.4756547,-72.491477,FALSE,7/7/2022 11:39
USGS,1193140,CONNECTICUT R AT SHAILERVILLE CT.,ST,41.47759917,-72.4903659,FALSE,7/7/2022 11:39
USGS,1192055,"HOCKANUM R NR ROCKVILLE, CT.",ST,41.8584313,-72.4898076,FALSE,7/7/2022 11:39
USGS,1193465,DICKINSON CREEK NR MARLBOROUGH CT.,ST,41.6634325,-72.4845307,FALSE,7/7/2022 11:39
USGS,1184455,"MUDDY BROOK AT ELLINGTON, CT",ST,41.92454167,-72.4834185,FALSE,7/7/2022 11:39
USGS,11844549,MUDDY BROOK AT ELLINGTON MIDDLE SITE,ST,41.92565277,-72.4834185,FALSE,7/7/2022 11:39
